month,day,hour,day_type,cooling_demand,dhw_demand,non_shiftable_load,occupant_count,indoor_dry_bulb_temperature,indoor_relative_humidity
1,1,1,0,0.0,0.015327431676898987,6.161320612274387,5.04,19.25906,30.25914
1,1,2,0,0.0,0.012881545003877424,5.972986780859569,5.04,19.11281,31.27389
1,1,3,0,0.0,0.017707855013745707,6.093968574555855,5.04,18.99891,31.54449
1,1,4,0,0.0,0.006099180579639592,6.149430385658691,5.04,18.88802,31.732
1,1,5,0,0.0,2.3321468147100073,6.300716228352152,5.04,18.77937,31.70421
1,1,6,0,0.0,2.145129134197383,9.97646072694401,5.04,18.70517,31.36246
1,1,7,0,0.0,1.5189480268303868,9.678463609305513,5.04,18.73391,30.85836
1,1,8,0,0.0,0.8838884664970985,9.599510576651344,5.04,18.97821,30.23522
1,1,9,0,0.0,3.0348563427736073,12.703421397065442,5.04,19.4223,30.0944
1,1,10,0,0.09927747321773633,0.015706382257666754,12.72191837312657,5.035513,20.01835,29.85467
1,1,11,0,0.11339854068564713,0.009043279686237284,12.98467207013939,4.756533,20.61255,28.80083
1,1,12,0,0.10559330398220505,0.9349393945949891,12.791178582579839,4.23514,21.00932,28.13244
1,1,13,0,0.09283213187605605,1.0741323012347745,16.081552323229488,2.979139,21.4727,28.03861
1,1,14,0,0.08817981093887475,2.2103138241964304,15.95994080809915,1.974163,21.9171,27.96073
1,1,15,0,0.5545222333963581,0.016510546530676035,16.2367041016511,0.9786233,22.24208,25.7805
1,1,16,0,0.4512749675619927,0.010678611511434576,16.073408737616223,0.0,22.17451,24.7248
1,1,17,0,0.12704241500091437,0.009292954161587447,20.848857031768663,0.0,21.69531,25.13998
1,1,18,0,0.07686938377858314,2.1394995266149177,20.572516993115556,0.0,21.20275,25.6854
1,1,19,0,0.06743495869618199,2.276119768227615,21.452325057106414,0.0,20.7556,26.62948
1,1,20,0,0.10566025449193633,2.4089768332114634,21.78034104645244,1.008,20.41223,27.5025
1,1,21,0,0.0,1.752865581285174,12.004871453841435,1.008,19.94891,28.58452
1,1,22,0,0.0,1.7025018207293983,12.20983619163987,4.032,19.7749,28.71474
1,1,23,0,0.0,1.01896155733017,8.681684039759462,4.032,19.63833,28.88069
1,2,0,0,0.0,0.017805132679363386,6.043609969083707,5.04,19.46438,29.14879
1,2,1,0,0.0,1.0203089903334193,5.06061270679339,5.04,19.36217,30.11815
1,2,2,0,0.0,0.010851274695653496,5.084588939029629,5.04,19.23779,31.95999
1,2,3,0,0.0,0.01691757576375352,5.2776136013970545,5.04,19.17102,32.92299
1,2,4,0,0.0,0.007342151105751973,5.215962514972795,5.04,19.05028,32.6679
1,2,5,0,0.0,0.010616672540047518,5.24303607406231,5.04,18.92905,32.17907
1,2,6,0,0.0,2.163140205401326,8.282895806333869,5.04,18.85903,31.90951
1,2,7,0,0.0,1.816091082489715,8.391902399527716,5.04,18.83128,32.63741
1,2,8,0,0.0,0.6898736288572238,8.254499906363709,4.032,19.0886,33.1534
1,2,9,0,0.0,1.744018020148263,10.450803193082146,3.024,19.90366,31.50445
1,2,10,0,0.09878057052779018,0.008766718959153716,10.593047532524748,0.0,20.26115,31.24027
1,2,11,0,0.12377978470009608,0.007703235514133391,11.040333210641391,0.0,20.57722,30.61483
1,2,12,0,0.12320902465663347,-0.0036393799848853797,10.694204773059486,0.0,20.87604,29.80525
1,2,13,0,0.0924592764877702,0.010120457792417605,13.661173856668592,2.007849,21.40863,28.51589
1,2,14,0,0.09435310969446473,0.004805765272285702,13.597721216680473,3.997518,21.75928,28.91234
1,2,15,0,0.07376993122600933,0.00887809145576214,13.38917870979246,4.976571,21.95613,28.29228
1,2,16,0,0.09748096194190568,0.0015055657455672836,13.521804544693452,4.960236,21.98285,28.44989
1,2,17,0,0.12454301779211838,0.007618075049789624,18.3707812054975,4.994393,21.64629,26.34851
1,2,18,0,0.0899893333863859,0.01113365834604956,18.197259193671236,4.27167,21.26614,25.22574
1,2,19,0,0.07971478855714093,1.9982589447925878,18.394036473612,5.04,20.9457,25.77115
1,2,20,0,0.0786039604644236,2.145598072014081,17.639773268179805,5.04,20.65388,27.29452
1,2,21,0,0.0789202852777722,4.291050259919663,10.158489978143368,5.04,20.11361,29.46535
1,2,22,0,0.0,1.9884760341251781,10.584394044412676,5.04,19.778,29.58773
1,2,23,0,0.0,1.0157115858663859,7.175756116341832,5.04,19.52236,30.42177
1,3,0,0,0.0,0.01301424067839989,5.084354676007692,5.04,19.35718,31.39774
1,3,1,0,0.0,1.0373687219683756,6.147374796545303,5.04,19.20003,31.75138
1,3,2,0,0.0,0.013118457835659299,6.1090671916049395,5.04,19.0765,31.68539
1,3,3,0,0.0,0.004985653875780299,5.926623932576452,5.04,19.00967,31.6236
1,3,4,0,0.0,0.006484207182622548,6.219059574852129,5.04,18.88136,30.34707
1,3,5,0,0.0,2.65465462242571,6.001836601646837,5.04,18.78494,28.79552
1,3,6,0,0.0,1.8417489255201451,9.79172146342517,5.04,18.69321,27.89596
1,3,7,0,0.0,2.158423521572288,9.868032694042547,5.04,18.68569,27.69675
1,3,8,0,0.0,1.8028219574029496,9.431128899697683,4.032,18.95565,27.46987
1,3,9,0,0.0,2.1818890857153397,12.181307925388795,3.024,19.85383,24.64855
1,3,10,0,0.08766933303537117,1.00671120484897,12.160884435698538,0.0,20.19461,22.76398
1,3,11,0,0.11322962959748158,0.004482940708005854,12.19555975804229,0.0,20.62177,20.27278
1,3,12,0,0.1044386626396837,1.2739105931457906,12.660969887903553,0.0,20.93752,19.15771
1,3,13,0,0.10081480785706577,0.010168854301952248,15.09224589227625,1.99519,21.42747,19.01321
1,3,14,0,0.023591058349130903,0.011280294448886055,15.575948085515222,3.943198,22.01571,18.73188
1,3,15,0,1.0059261653100928,0.013586614334282219,15.179088761954043,4.852451,22.45826,18.24974
1,3,16,0,0.819686512235829,0.016374022152509507,16.216649049410595,4.833657,22.49772,18.32635
1,3,17,0,0.0,0.01960330509862808,20.341883248706036,4.912011,22.064,18.88819
1,3,18,0,0.11816305034775564,3.3888312660652278,20.36552073211621,4.247612,21.46925,19.44401
1,3,19,0,0.0851895992709098,4.576042813161204,20.768324204061457,5.035485,21.0776,21.03091
1,3,20,0,0.08376131684502904,2.8783689398965597,20.41784128840386,5.04,20.71953,22.7017
1,3,21,0,0.06502183969264407,1.5089797351539926,11.86951814697733,5.04,20.27521,24.39565
1,3,22,0,0.0,2.606163729916516,12.30452190017808,5.04,19.99029,25.67633
1,3,23,0,0.0,0.014170026307788321,8.587154376462667,5.04,19.80224,27.19436
1,4,0,0,0.0,0.00770039020129213,6.043702428035961,5.04,19.60975,28.51498
1,4,1,0,0.0,0.011726910243379882,6.1135546064859,5.04,19.42595,29.41534
1,4,2,0,0.0,0.01615149994738839,6.090804003975037,5.04,19.30102,30.24585
1,4,3,0,0.0,1.0153576338757595,5.997467371205029,5.04,19.19674,30.99381
1,4,4,0,0.0,0.016381124520126994,6.194550281553841,5.04,19.04529,31.66983
1,4,5,0,0.0,0.014167405980932647,6.125529916212957,5.04,18.95258,31.10319
1,4,6,0,0.0,2.6605647515455453,9.964042199088354,5.04,18.83904,29.65138
1,4,7,0,0.0,0.010718187269541228,9.847551510817402,5.04,18.86768,28.37188
1,4,8,0,0.0,1.8518437092784052,9.822193020612128,4.032,19.14196,27.56921
1,4,9,0,0.0,1.4940972380149915,12.762044939792595,3.024,19.97309,25.56249
1,4,10,0,0.1263334303635145,0.00567023578155229,12.637945133408026,0.0,20.38252,25.03885
1,4,11,0,0.09108335112100703,0.011215569031367988,12.744780329348965,0.0,20.8797,24.07738
1,4,12,0,0.10009936166343548,0.011056792270594383,12.943216730820815,0.0,21.38601,23.273
1,4,13,0,0.33411736978922163,1.2614936272777248,15.524443734461341,1.969644,22.13336,22.76803
1,4,14,0,1.321865376184333,0.005964805637473999,16.60152869027622,3.860827,22.66645,22.55809
1,4,15,0,1.7790183395664663,0.008122789921630201,15.799274695513823,4.757872,22.96846,21.33275
1,4,16,0,1.4734492321072858,-0.0008068957447892253,15.384295678576327,4.730445,22.8801,21.68273
1,4,17,0,0.6494978838674219,0.01706078213334938,20.70373903504152,4.852627,22.3664,24.18358
1,4,18,0,0.05303455923189998,2.378647108384492,21.07965196513766,4.235734,21.36006,25.65485
1,4,19,0,0.08054974153471367,2.3330299142893764,20.768335208913072,5.039297,21.23844,23.98278
1,4,20,0,0.12942679936147142,5.5517806263162015,21.570393285120566,5.032069,21.16844,23.59376
1,4,21,0,0.09257810504516435,3.8711385806653147,12.497410444735197,5.04,20.81602,24.25053
1,4,22,0,0.13328302696901717,0.018194560693967424,12.319786643234757,5.04,20.64734,24.42923
1,4,23,0,0.13032489481267676,0.005528626546799925,8.852130918560283,5.04,20.39657,24.05276
1,5,0,0,0.09959876685280465,0.002463691321975061,6.0608698694673,5.04,20.08289,27.67648
1,5,1,0,0.0,0.014896473238436115,5.718491698975129,5.04,19.82983,29.68086
1,5,2,0,0.0,1.0232943275117048,5.702967586118303,5.04,19.59327,29.12777
1,5,3,0,0.0,0.0157562533442525,5.666687248542708,5.04,19.41005,30.10388
1,5,4,0,0.0,0.008745380884985806,5.549678420909928,5.04,19.29631,30.9676
