month,day,hour,day_type,cooling_demand,dhw_demand,non_shiftable_load,occupant_count,indoor_dry_bulb_temperature,indoor_relative_humidity
1,1,1,0,4.181731278497223,0.0060797236919070755,5.677591934664161,5.04,24.0105,73.5173
1,1,2,0,3.737591879114234,0.01287627261677802,5.808227159260332,5.04,23.9088,66.80405
1,1,3,0,3.4909575218854236,0.01195076258283121,5.77890934635451,5.04,23.81159,67.11171
1,1,4,0,3.4101986871162695,0.0035718941953040134,5.937197151362213,5.04,23.72207,65.5983
1,1,5,0,3.125978764522204,4.156011585001868,5.802638945838636,5.04,23.63859,63.9254
1,1,6,0,3.0256714000019915,2.0670022868525115,9.288173485822734,5.04,23.56281,64.43108
1,1,7,0,3.102356922725793,2.3483804244391058,9.608399290083682,5.04,23.49348,62.65573
1,1,8,0,5.518502182967171,2.4879664578135525,9.354344903516406,4.702563,24.78739,54.34034
1,1,9,0,7.559762390005079,2.176538258773846,11.62585454569974,4.289724,25.64631,46.92827
1,1,10,0,9.663613768766643,0.00660148765831723,11.752150368736247,3.945611,26.77052,42.95141
1,1,11,0,11.265308829071655,0.01518377465552139,11.983390738396754,3.2084,27.61427,44.45392
1,1,12,0,12.609695047699919,0.015726043823622072,11.706570301996013,2.659168,28.29494,45.4132
1,1,13,0,13.679119204709275,0.9688439854358181,14.710249543311669,1.674154,28.95538,43.17717
1,1,14,0,15.064990105618394,1.431071174991511,14.85195977524982,1.02045,29.51882,40.64818
1,1,15,0,15.394056837364868,0.009925587770097723,14.72935564511848,0.4716282,29.89459,42.1381
1,1,16,0,15.672739592432173,0.010440775102148359,14.333889759125137,0.0,29.94618,44.11899
1,1,17,0,15.113859593786263,0.010794480067565702,20.45684396520041,0.0,29.64741,47.47972
1,1,18,0,13.971937550234388,2.013076765953086,19.727060278263775,0.0,29.1582,51.62053
1,1,19,0,13.58478054673714,1.9055389507663971,19.877788980240528,0.0,28.74793,57.21326
1,1,20,0,7.464660497063179,3.7142685583857253,19.626800695620823,0.8185281,25.58575,66.38536
1,1,21,0,4.983121534950927,1.339622504844919,11.814267314698878,1.008,24.62554,76.19161
1,1,22,0,4.511802935323615,1.6283495439018005,11.635548688074245,4.032,24.41921,78.15392
1,1,23,0,4.492128561769917,0.002150343725076916,8.135165690432423,4.032,24.2635,76.5845
1,2,0,0,4.565374012643306,0.012505262924594862,5.624778409690406,5.04,24.13273,77.06581
1,2,1,0,4.061245933949654,0.011072135505971907,6.245607342887491,5.04,24.02209,79.89382
1,2,2,0,3.8151333913845513,0.012968570101599197,6.12052377072787,5.04,23.92256,77.89545
1,2,3,0,3.9874465833619306,0.007973020711130025,6.112261457674973,5.04,23.83022,75.73305
1,2,4,0,3.575273516951905,0.007818896403542323,6.177321255607542,5.04,23.74009,76.41487
1,2,5,0,3.347533269739262,1.9109190625922583,5.7426735047278825,5.04,23.65298,70.89878
1,2,6,0,3.0600123926738942,2.4930639843246434,9.783153731760903,5.04,23.57544,64.45511
1,2,7,0,2.943394143829173,2.90745398703086,9.789989858258245,5.04,23.50159,62.85563
1,2,8,0,5.283628106823799,0.013008856959799663,9.970883331976752,3.803807,24.6024,55.71525
1,2,9,0,7.640769886254896,3.42597267628916,12.81451473400808,2.620489,25.72718,50.1806
1,2,10,0,9.421786051903725,0.01338819439901976,12.876826322014407,0.0,26.61598,54.09982
1,2,11,0,10.907274325946297,0.0063099095828109564,12.937608137124226,0.0,27.38802,58.56254
1,2,12,0,11.596491772892918,0.009516801073979295,13.023783290176151,0.0,27.9557,47.5127
1,2,13,0,13.684424105889011,1.233530323253262,16.15834991284189,1.194727,28.74575,43.33104
1,2,14,0,14.516745745458728,0.012355388431878623,16.521028677008204,2.089129,29.31324,39.91652
1,2,15,0,15.498312133899399,0.014135512034588755,16.41618191319854,2.471819,29.68536,33.81896
1,2,16,0,16.22475956865059,0.007917156237597835,16.21471725135671,2.397299,29.89809,33.2028
1,2,17,0,15.44329819704304,0.024306651564498363,20.93252777033468,2.419852,29.69376,35.10103
1,2,18,0,14.44212241848348,1.3502689219556956,21.235690680971583,2.241697,29.22118,38.04543
1,2,19,0,13.292839799404799,0.5588607545245222,21.354377517869725,2.868605,28.81843,42.3442
1,2,20,0,6.825005750521768,2.8203904268326125,21.919827036376983,4.042085,25.35198,54.61749
1,2,21,0,5.017004587662246,4.24212810716073,12.426423943923597,5.04,24.61563,59.95681
1,2,22,0,4.387301479636343,1.0061390384214077,12.267340094111225,5.04,24.40283,59.39352
1,2,23,0,4.492454196964283,0.006653674541695621,8.956199764765412,5.04,24.24315,57.9438
1,3,0,0,4.050024853111614,0.00847575395980938,6.277925656921718,5.04,24.1123,60.27042
1,3,1,0,4.025753647493142,0.01913560360033052,5.890696254620095,5.04,23.995,60.86366
1,3,2,0,3.634552511383305,0.002917697841617566,6.012318404579051,5.04,23.8923,57.11459
1,3,3,0,3.581645704998364,0.00523400782734378,5.869977143547524,5.04,23.79408,53.91879
1,3,4,0,3.5924835642438975,0.009442181127210904,6.153451500221561,5.04,23.70168,51.37743
1,3,5,0,3.3456320756118103,2.023844612896628,5.924043837192382,5.04,23.61739,50.02634
1,3,6,0,2.6128382368891336,1.7501137605535098,9.585447709995062,5.04,23.541,50.22355
1,3,7,0,2.9080994754755274,1.3702241673521587,9.381450065164776,5.04,23.47074,50.434
1,3,8,0,5.305013980713745,1.9280287271640626,9.559998782882342,3.793898,24.6942,47.68601
1,3,9,0,7.440211037789484,1.9367831271440612,12.258553694106615,2.584887,25.68099,46.28251
1,3,10,0,8.67902705624211,0.014712421778149503,12.391522755464187,0.0,26.40305,43.09984
1,3,11,0,10.133609600738778,0.0073192290793046046,12.011840039616114,0.0,27.1197,38.96745
1,3,12,0,11.280762399659695,1.406584840375911,12.333721850939702,0.0,27.70336,36.17937
1,3,13,0,12.763303138298802,0.010126722424706355,15.179241646758156,1.248788,28.53328,32.46109
1,3,14,0,14.277474170271569,0.011732211581421481,15.291927066891976,2.155378,29.25186,31.06642
1,3,15,0,14.95159632070796,0.02255378369244598,15.317894833378226,2.505786,29.55049,31.15042
1,3,16,0,15.34537069643003,0.007093443125313228,15.105110161616778,2.55084,29.62459,31.05287
1,3,17,0,15.180597775118816,0.006246643393367646,20.233885438365405,2.607726,29.40815,35.86216
1,3,18,0,13.78574703244393,1.9558309290645257,20.16667493103107,2.387957,28.91273,39.72097
1,3,19,0,12.914720898749685,2.9991112049283735,19.791075603235434,3.036527,28.5139,42.0718
1,3,20,0,6.511557334904902,3.575108385982649,20.340392693896472,4.114478,25.21918,51.5274
